,weight_2016,vatax_2016,CONS_Total_2016,weight_2017,vatax_2017,CONS_Total_2017,weight_2018,vatax_2018,CONS_Total_2018,weight_2019,vatax_2019,CONS_Total_2019,weight_2020,vatax_2020,CONS_Total_2020,weight_2021,vatax_2021,CONS_Total_2021,weight_2022,vatax_2022,CONS_Total_2022,weight_2023,vatax_2023,CONS_Total_2023,weight_2024,vatax_2024,CONS_Total_2024,weight_2025,vatax_2025,CONS_Total_2025,weight_ref_2025,vatax_ref_2025,CONS_Total_ref_2025,weight_ref_2026,vatax_ref_2026,CONS_Total_ref_2026,weight_ref_2027,vatax_ref_2027,CONS_Total_ref_2027,weight_ref_2028,vatax_ref_2028,CONS_Total_ref_2028,weight_ref_2029,vatax_ref_2029,CONS_Total_ref_2029,weight_ref_2030,vatax_ref_2030,CONS_Total_ref_2030,ETR,ETR_ref
35,"9,002.1460",62.0000,950.0000,"9,002.1460",72.0000,"1,113.0000","9,002.1460",69.0000,"1,055.0000","9,002.1460",75.0000,"1,155.0000","9,002.1460",73.0000,"1,117.0000","9,002.1460",102.0000,"1,567.0000","9,002.1460",87.0000,"1,341.0000","9,002.1460",94.0000,"1,449.0000","9,002.1460",105.0000,"1,614.0000","9,002.1460",112.0000,"1,725.0000","9,002.1460",112.0000,"1,725.0000","9,002.1460",120.0000,"1,847.0000","9,002.1460",129.0000,"1,978.0000","9,002.1460",138.0000,"2,118.0000","9,002.1460",147.0000,"2,269.0000","9,002.1460",158.0000,"2,431.0000",0.0649,0.0649
36,"8,998.8756",78.0000,982.0000,"8,998.8756",91.0000,"1,149.0000","8,998.8756",86.0000,"1,090.0000","8,998.8756",94.0000,"1,193.0000","8,998.8756",91.0000,"1,154.0000","8,998.8756",128.0000,"1,619.0000","8,998.8756",110.0000,"1,385.0000","8,998.8756",118.0000,"1,497.0000","8,998.8756",132.0000,"1,667.0000","8,998.8756",141.0000,"1,782.0000","8,998.8756",141.0000,"1,782.0000","8,998.8756",151.0000,"1,909.0000","8,998.8756",162.0000,"2,044.0000","8,998.8756",173.0000,"2,188.0000","8,998.8756",185.0000,"2,345.0000","8,998.8756",199.0000,"2,512.0000",0.0791,0.0791
37,"8,932.8306",66.0000,"1,002.0000","8,932.8306",77.0000,"1,173.0000","8,932.8306",73.0000,"1,113.0000","8,932.8306",80.0000,"1,217.0000","8,932.8306",78.0000,"1,177.0000","8,932.8306",109.0000,"1,652.0000","8,932.8306",93.0000,"1,414.0000","8,932.8306",101.0000,"1,528.0000","8,932.8306",112.0000,"1,702.0000","8,932.8306",120.0000,"1,819.0000","8,932.8306",120.0000,"1,819.0000","8,932.8306",128.0000,"1,948.0000","8,932.8306",137.0000,"2,086.0000","8,932.8306",147.0000,"2,234.0000","8,932.8306",158.0000,"2,393.0000","8,932.8306",169.0000,"2,564.0000",0.0660,0.0660
38,"9,161.5205",74.0000,"1,051.0000","9,161.5205",87.0000,"1,230.0000","9,161.5205",82.0000,"1,167.0000","9,161.5205",90.0000,"1,276.0000","9,161.5205",87.0000,"1,235.0000","9,161.5205",122.0000,"1,732.0000","9,161.5205",105.0000,"1,483.0000","9,161.5205",113.0000,"1,602.0000","9,161.5205",126.0000,"1,784.0000","9,161.5205",135.0000,"1,908.0000","9,161.5205",135.0000,"1,908.0000","9,161.5205",144.0000,"2,043.0000","9,161.5205",154.0000,"2,187.0000","9,161.5205",165.0000,"2,342.0000","9,161.5205",177.0000,"2,509.0000","9,161.5205",190.0000,"2,688.0000",0.0708,0.0708
39,"9,027.6227",77.0000,"1,055.0000","9,027.6227",91.0000,"1,235.0000","9,027.6227",86.0000,"1,171.0000","9,027.6227",94.0000,"1,281.0000","9,027.6227",91.0000,"1,239.0000","9,027.6227",127.0000,"1,739.0000","9,027.6227",109.0000,"1,488.0000","9,027.6227",118.0000,"1,608.0000","9,027.6227",131.0000,"1,791.0000","9,027.6227",140.0000,"1,915.0000","9,027.6227",140.0000,"1,915.0000","9,027.6227",150.0000,"2,051.0000","9,027.6227",161.0000,"2,196.0000","9,027.6227",172.0000,"2,351.0000","9,027.6227",185.0000,"2,519.0000","9,027.6227",198.0000,"2,699.0000",0.0731,0.0731
40,"8,962.8925",81.0000,"1,078.0000","8,962.8925",94.0000,"1,262.0000","8,962.8925",90.0000,"1,196.0000","8,962.8925",98.0000,"1,309.0000","8,962.8925",95.0000,"1,266.0000","8,962.8925",133.0000,"1,777.0000","8,962.8925",114.0000,"1,521.0000","8,962.8925",123.0000,"1,643.0000","8,962.8925",137.0000,"1,830.0000","8,962.8925",146.0000,"1,956.0000","8,962.8925",146.0000,"1,956.0000","8,962.8925",157.0000,"2,095.0000","8,962.8925",168.0000,"2,243.0000","8,962.8925",180.0000,"2,402.0000","8,962.8925",193.0000,"2,574.0000","8,962.8925",206.0000,"2,757.0000",0.0746,0.0746
41,"9,143.3603",89.0000,"1,130.0000","9,143.3603",104.0000,"1,323.0000","9,143.3603",98.0000,"1,254.0000","9,143.3603",108.0000,"1,373.0000","9,143.3603",104.0000,"1,327.0000","9,143.3603",146.0000,"1,863.0000","9,143.3603",125.0000,"1,594.0000","9,143.3603",135.0000,"1,722.0000","9,143.3603",151.0000,"1,919.0000","9,143.3603",161.0000,"2,051.0000","9,143.3603",161.0000,"2,051.0000","9,143.3603",172.0000,"2,196.0000","9,143.3603",185.0000,"2,352.0000","9,143.3603",198.0000,"2,518.0000","9,143.3603",212.0000,"2,698.0000","9,143.3603",227.0000,"2,890.0000",0.0785,0.0785
42,"9,027.7108",80.0000,"1,144.0000","9,027.7108",94.0000,"1,339.0000","9,027.7108",89.0000,"1,270.0000","9,027.7108",98.0000,"1,390.0000","9,027.7108",95.0000,"1,344.0000","9,027.7108",133.0000,"1,886.0000","9,027.7108",114.0000,"1,614.0000","9,027.7108",123.0000,"1,744.0000","9,027.7108",137.0000,"1,943.0000","9,027.7108",146.0000,"2,077.0000","9,027.7108",146.0000,"2,077.0000","9,027.7108",156.0000,"2,224.0000","9,027.7108",167.0000,"2,381.0000","9,027.7108",179.0000,"2,550.0000","9,027.7108",192.0000,"2,732.0000","9,027.7108",206.0000,"2,927.0000",0.0703,0.0703
43,"9,048.0545",83.0000,"1,172.0000","9,048.0545",98.0000,"1,373.0000","9,048.0545",93.0000,"1,302.0000","9,048.0545",101.0000,"1,424.0000","9,048.0545",98.0000,"1,377.0000","9,048.0545",138.0000,"1,933.0000","9,048.0545",118.0000,"1,654.0000","9,048.0545",127.0000,"1,787.0000","9,048.0545",142.0000,"1,991.0000","9,048.0545",152.0000,"2,128.0000","9,048.0545",152.0000,"2,128.0000","9,048.0545",162.0000,"2,279.0000","9,048.0545",174.0000,"2,440.0000","9,048.0545",186.0000,"2,613.0000","9,048.0545",199.0000,"2,800.0000","9,048.0545",214.0000,"2,999.0000",0.0714,0.0714
44,"8,914.8987",75.0000,"1,183.0000","8,914.8987",88.0000,"1,384.0000","8,914.8987",84.0000,"1,313.0000","8,914.8987",92.0000,"1,437.0000","8,914.8987",89.0000,"1,389.0000","8,914.8987",124.0000,"1,949.0000","8,914.8987",106.0000,"1,668.0000","8,914.8987",115.0000,"1,803.0000","8,914.8987",128.0000,"2,008.0000","8,914.8987",137.0000,"2,147.0000","8,914.8987",137.0000,"2,147.0000","8,914.8987",146.0000,"2,299.0000","8,914.8987",157.0000,"2,461.0000","8,914.8987",168.0000,"2,636.0000","8,914.8987",180.0000,"2,824.0000","8,914.8987",193.0000,"3,025.0000",0.0638,0.0638
45,"9,039.9938",92.0000,"1,228.0000","9,039.9938",108.0000,"1,437.0000","9,039.9938",103.0000,"1,363.0000","9,039.9938",112.0000,"1,491.0000","9,039.9938",109.0000,"1,442.0000","9,039.9938",152.0000,"2,024.0000","9,039.9938",130.0000,"1,732.0000","9,039.9938",141.0000,"1,872.0000","9,039.9938",157.0000,"2,085.0000","9,039.9938",168.0000,"2,229.0000","9,039.9938",168.0000,"2,229.0000","9,039.9938",180.0000,"2,386.0000","9,039.9938",192.0000,"2,555.0000","9,039.9938",206.0000,"2,736.0000","9,039.9938",221.0000,"2,932.0000","9,039.9938",236.0000,"3,141.0000",0.0754,0.0754
46,"9,029.1280",87.0000,"1,256.0000","9,029.1280",102.0000,"1,471.0000","9,029.1280",97.0000,"1,395.0000","9,029.1280",106.0000,"1,526.0000","9,029.1280",103.0000,"1,476.0000","9,029.1280",144.0000,"2,071.0000","9,029.1280",123.0000,"1,773.0000","9,029.1280",133.0000,"1,915.0000","9,029.1280",148.0000,"2,134.0000","9,029.1280",159.0000,"2,281.0000","9,029.1280",159.0000,"2,281.0000","9,029.1280",170.0000,"2,442.0000","9,029.1280",182.0000,"2,615.0000","9,029.1280",195.0000,"2,800.0000","9,029.1280",209.0000,"3,000.0000","9,029.1280",223.0000,"3,214.0000",0.0697,0.0697
47,"9,116.1851",97.0000,"1,296.0000","9,116.1851",114.0000,"1,517.0000","9,116.1851",108.0000,"1,439.0000","9,116.1851",118.0000,"1,575.0000","9,116.1851",115.0000,"1,523.0000","9,116.1851",161.0000,"2,137.0000","9,116.1851",138.0000,"1,829.0000","9,116.1851",149.0000,"1,976.0000","9,116.1851",166.0000,"2,201.0000","9,116.1851",177.0000,"2,353.0000","9,116.1851",177.0000,"2,353.0000","9,116.1851",189.0000,"2,520.0000","9,116.1851",203.0000,"2,698.0000","9,116.1851",217.0000,"2,889.0000","9,116.1851",233.0000,"3,095.0000","9,116.1851",249.0000,"3,316.0000",0.0752,0.0752
48,"8,891.8544",90.0000,"1,294.0000","8,891.8544",106.0000,"1,515.0000","8,891.8544",100.0000,"1,436.0000","8,891.8544",110.0000,"1,572.0000","8,891.8544",106.0000,"1,520.0000","8,891.8544",149.0000,"2,133.0000","8,891.8544",127.0000,"1,825.0000","8,891.8544",137.0000,"1,972.0000","8,891.8544",153.0000,"2,197.0000","8,891.8544",164.0000,"2,349.0000","8,891.8544",164.0000,"2,349.0000","8,891.8544",175.0000,"2,515.0000","8,891.8544",188.0000,"2,693.0000","8,891.8544",201.0000,"2,884.0000","8,891.8544",215.0000,"3,090.0000","8,891.8544",231.0000,"3,310.0000",0.0698,0.0698
49,"9,004.2573",102.0000,"1,335.0000","9,004.2573",120.0000,"1,563.0000","9,004.2573",114.0000,"1,482.0000","9,004.2573",124.0000,"1,622.0000","9,004.2573",120.0000,"1,569.0000","9,004.2573",169.0000,"2,201.0000","9,004.2573",144.0000,"1,884.0000","9,004.2573",156.0000,"2,035.0000","9,004.2573",174.0000,"2,267.0000","9,004.2573",186.0000,"2,424.0000","9,004.2573",186.0000,"2,424.0000","9,004.2573",199.0000,"2,595.0000","9,004.2573",213.0000,"2,779.0000","9,004.2573",228.0000,"2,976.0000","9,004.2573",244.0000,"3,188.0000","9,004.2573",262.0000,"3,416.0000",0.0767,0.0767
50,"9,154.1394",104.0000,"1,382.0000","9,154.1394",122.0000,"1,618.0000","9,154.1394",115.0000,"1,534.0000","9,154.1394",126.0000,"1,679.0000","9,154.1394",122.0000,"1,624.0000","9,154.1394",171.0000,"2,278.0000","9,154.1394",147.0000,"1,950.0000","9,154.1394",158.0000,"2,107.0000","9,154.1394",177.0000,"2,347.0000","9,154.1394",189.0000,"2,509.0000","9,154.1394",189.0000,"2,509.0000","9,154.1394",202.0000,"2,687.0000","9,154.1394",216.0000,"2,877.0000","9,154.1394",232.0000,"3,080.0000","9,154.1394",248.0000,"3,300.0000","9,154.1394",266.0000,"3,536.0000",0.0753,0.0753
51,"9,089.1004",111.0000,"1,401.0000","9,089.1004",130.0000,"1,640.0000","9,089.1004",124.0000,"1,555.0000","9,089.1004",135.0000,"1,702.0000","9,089.1004",131.0000,"1,646.0000","9,089.1004",183.0000,"2,309.0000","9,089.1004",157.0000,"1,977.0000","9,089.1004",170.0000,"2,136.0000","9,089.1004",189.0000,"2,379.0000","9,089.1004",202.0000,"2,543.0000","9,089.1004",202.0000,"2,543.0000","9,089.1004",216.0000,"2,723.0000","9,089.1004",232.0000,"2,916.0000","9,089.1004",248.0000,"3,122.0000","9,089.1004",266.0000,"3,345.0000","9,089.1004",285.0000,"3,584.0000",0.0794,0.0794
52,"9,104.1815",111.0000,"1,440.0000","9,104.1815",130.0000,"1,685.0000","9,104.1815",124.0000,"1,598.0000","9,104.1815",135.0000,"1,749.0000","9,104.1815",131.0000,"1,691.0000","9,104.1815",184.0000,"2,373.0000","9,104.1815",157.0000,"2,031.0000","9,104.1815",170.0000,"2,195.0000","9,104.1815",189.0000,"2,445.0000","9,104.1815",202.0000,"2,614.0000","9,104.1815",202.0000,"2,614.0000","9,104.1815",216.0000,"2,799.0000","9,104.1815",232.0000,"2,997.0000","9,104.1815",248.0000,"3,209.0000","9,104.1815",266.0000,"3,438.0000","9,104.1815",285.0000,"3,683.0000",0.0773,0.0773
53,"8,819.1968",102.0000,"1,436.0000","8,819.1968",119.0000,"1,682.0000","8,819.1968",113.0000,"1,595.0000","8,819.1968",124.0000,"1,745.0000","8,819.1968",120.0000,"1,688.0000","8,819.1968",168.0000,"2,368.0000","8,819.1968",144.0000,"2,027.0000","8,819.1968",155.0000,"2,190.0000","8,819.1968",173.0000,"2,439.0000","8,819.1968",185.0000,"2,608.0000","8,819.1968",185.0000,"2,608.0000","8,819.1968",198.0000,"2,792.0000","8,819.1968",212.0000,"2,990.0000","8,819.1968",227.0000,"3,202.0000","8,819.1968",243.0000,"3,430.0000","8,819.1968",261.0000,"3,675.0000",0.0709,0.0709
54,"9,061.5298",98.0000,"1,513.0000","9,061.5298",115.0000,"1,771.0000","9,061.5298",109.0000,"1,679.0000","9,061.5298",119.0000,"1,837.0000","9,061.5298",115.0000,"1,777.0000","9,061.5298",162.0000,"2,493.0000","9,061.5298",139.0000,"2,134.0000","9,061.5298",150.0000,"2,306.0000","9,061.5298",167.0000,"2,568.0000","9,061.5298",178.0000,"2,746.0000","9,061.5298",178.0000,"2,746.0000","9,061.5298",191.0000,"2,940.0000","9,061.5298",204.0000,"3,148.0000","9,061.5298",219.0000,"3,371.0000","9,061.5298",235.0000,"3,612.0000","9,061.5298",251.0000,"3,870.0000",0.0648,0.0648
55,"8,936.5575",107.0000,"1,528.0000","8,936.5575",125.0000,"1,789.0000","8,936.5575",119.0000,"1,697.0000","8,936.5575",130.0000,"1,857.0000","8,936.5575",126.0000,"1,796.0000","8,936.5575",177.0000,"2,520.0000","8,936.5575",151.0000,"2,156.0000","8,936.5575",163.0000,"2,330.0000","8,936.5575",182.0000,"2,595.0000","8,936.5575",194.0000,"2,774.0000","8,936.5575",194.0000,"2,774.0000","8,936.5575",208.0000,"2,971.0000","8,936.5575",223.0000,"3,181.0000","8,936.5575",239.0000,"3,406.0000","8,936.5575",256.0000,"3,650.0000","8,936.5575",274.0000,"3,910.0000",0.0699,0.0699
56,"8,216.0393",104.0000,"1,430.0000","8,216.0393",122.0000,"1,674.0000","8,216.0393",115.0000,"1,587.0000","8,216.0393",126.0000,"1,737.0000","8,216.0393",122.0000,"1,680.0000","8,216.0393",171.0000,"2,357.0000","8,216.0393",147.0000,"2,017.0000","8,216.0393",158.0000,"2,179.0000","8,216.0393",176.0000,"2,428.0000","8,216.0393",188.0000,"2,595.0000","8,216.0393",188.0000,"2,595.0000","8,216.0393",202.0000,"2,779.0000","8,216.0393",216.0000,"2,976.0000","8,216.0393",231.0000,"3,186.0000","8,216.0393",248.0000,"3,414.0000","8,216.0393",266.0000,"3,658.0000",0.0724,0.0724
57,"9,471.5125",131.0000,"1,685.0000","9,471.5125",153.0000,"1,973.0000","9,471.5125",145.0000,"1,871.0000","9,471.5125",159.0000,"2,047.0000","9,471.5125",154.0000,"1,980.0000","9,471.5125",216.0000,"2,778.0000","9,471.5125",185.0000,"2,378.0000","9,471.5125",200.0000,"2,569.0000","9,471.5125",222.0000,"2,862.0000","9,471.5125",238.0000,"3,060.0000","9,471.5125",238.0000,"3,060.0000","9,471.5125",255.0000,"3,276.0000","9,471.5125",273.0000,"3,508.0000","9,471.5125",292.0000,"3,756.0000","9,471.5125",313.0000,"4,025.0000","9,471.5125",335.0000,"4,312.0000",0.0778,0.0778
58,"9,561.4948",139.0000,"1,735.0000","9,561.4948",162.0000,"2,031.0000","9,561.4948",154.0000,"1,926.0000","9,561.4948",168.0000,"2,108.0000","9,561.4948",163.0000,"2,039.0000","9,561.4948",228.0000,"2,861.0000","9,561.4948",196.0000,"2,448.0000","9,561.4948",211.0000,"2,645.0000","9,561.4948",235.0000,"2,947.0000","9,561.4948",252.0000,"3,150.0000","9,561.4948",252.0000,"3,150.0000","9,561.4948",269.0000,"3,373.0000","9,561.4948",288.0000,"3,612.0000","9,561.4948",309.0000,"3,868.0000","9,561.4948",331.0000,"4,144.0000","9,561.4948",355.0000,"4,439.0000",0.0800,0.0800
59,"9,178.0721",122.0000,"1,705.0000","9,178.0721",143.0000,"1,996.0000","9,178.0721",135.0000,"1,893.0000","9,178.0721",148.0000,"2,072.0000","9,178.0721",143.0000,"2,003.0000","9,178.0721",201.0000,"2,811.0000","9,178.0721",172.0000,"2,406.0000","9,178.0721",186.0000,"2,600.0000","9,178.0721",207.0000,"2,896.0000","9,178.0721",221.0000,"3,096.0000","9,178.0721",221.0000,"3,096.0000","9,178.0721",237.0000,"3,315.0000","9,178.0721",254.0000,"3,549.0000","9,178.0721",272.0000,"3,801.0000","9,178.0721",291.0000,"4,072.0000","9,178.0721",312.0000,"4,363.0000",0.0714,0.0714
60,"8,940.7357",124.0000,"1,701.0000","8,940.7357",145.0000,"1,992.0000","8,940.7357",138.0000,"1,889.0000","8,940.7357",151.0000,"2,067.0000","8,940.7357",146.0000,"1,999.0000","8,940.7357",204.0000,"2,805.0000","8,940.7357",175.0000,"2,400.0000","8,940.7357",189.0000,"2,593.0000","8,940.7357",211.0000,"2,889.0000","8,940.7357",225.0000,"3,088.0000","8,940.7357",225.0000,"3,088.0000","8,940.7357",241.0000,"3,307.0000","8,940.7357",258.0000,"3,541.0000","8,940.7357",276.0000,"3,792.0000","8,940.7357",296.0000,"4,062.0000","8,940.7357",317.0000,"4,352.0000",0.0729,0.0729
61,"9,134.7657",120.0000,"1,776.0000","9,134.7657",140.0000,"2,080.0000","9,134.7657",133.0000,"1,972.0000","9,134.7657",145.0000,"2,158.0000","9,134.7657",140.0000,"2,087.0000","9,134.7657",197.0000,"2,928.0000","9,134.7657",169.0000,"2,506.0000","9,134.7657",182.0000,"2,708.0000","9,134.7657",203.0000,"3,016.0000","9,134.7657",217.0000,"3,225.0000","9,134.7657",217.0000,"3,225.0000","9,134.7657",232.0000,"3,453.0000","9,134.7657",249.0000,"3,697.0000","9,134.7657",266.0000,"3,959.0000","9,134.7657",286.0000,"4,242.0000","9,134.7657",306.0000,"4,545.0000",0.0673,0.0673
62,"9,039.7566",121.0000,"1,791.0000","9,039.7566",141.0000,"2,097.0000","9,039.7566",134.0000,"1,989.0000","9,039.7566",147.0000,"2,176.0000","9,039.7566",142.0000,"2,105.0000","9,039.7566",199.0000,"2,953.0000","9,039.7566",170.0000,"2,528.0000","9,039.7566",184.0000,"2,731.0000","9,039.7566",205.0000,"3,042.0000","9,039.7566",219.0000,"3,252.0000","9,039.7566",219.0000,"3,252.0000","9,039.7566",235.0000,"3,482.0000","9,039.7566",251.0000,"3,729.0000","9,039.7566",269.0000,"3,993.0000","9,039.7566",288.0000,"4,278.0000","9,039.7566",309.0000,"4,583.0000",0.0673,0.0673
63,"8,928.0298",144.0000,"1,800.0000","8,928.0298",168.0000,"2,108.0000","8,928.0298",160.0000,"1,999.0000","8,928.0298",175.0000,"2,187.0000","8,928.0298",169.0000,"2,115.0000","8,928.0298",237.0000,"2,968.0000","8,928.0298",203.0000,"2,540.0000","8,928.0298",219.0000,"2,745.0000","8,928.0298",244.0000,"3,057.0000","8,928.0298",261.0000,"3,268.0000","8,928.0298",261.0000,"3,268.0000","8,928.0298",280.0000,"3,500.0000","8,928.0298",299.0000,"3,747.0000","8,928.0298",320.0000,"4,013.0000","8,928.0298",343.0000,"4,299.0000","8,928.0298",368.0000,"4,606.0000",0.0799,0.0799
64,"9,039.5452",147.0000,"1,869.0000","9,039.5452",172.0000,"2,188.0000","9,039.5452",163.0000,"2,075.0000","9,039.5452",178.0000,"2,271.0000","9,039.5452",172.0000,"2,196.0000","9,039.5452",242.0000,"3,082.0000","9,039.5452",207.0000,"2,638.0000","9,039.5452",224.0000,"2,850.0000","9,039.5452",249.0000,"3,174.0000","9,039.5452",266.0000,"3,394.0000","9,039.5452",266.0000,"3,394.0000","9,039.5452",285.0000,"3,634.0000","9,039.5452",306.0000,"3,891.0000","9,039.5452",327.0000,"4,167.0000","9,039.5452",351.0000,"4,464.0000","9,039.5452",376.0000,"4,783.0000",0.0784,0.0784
65,"9,057.4241",132.0000,"1,917.0000","9,057.4241",154.0000,"2,244.0000","9,057.4241",146.0000,"2,128.0000","9,057.4241",160.0000,"2,328.0000","9,057.4241",155.0000,"2,252.0000","9,057.4241",217.0000,"3,159.0000","9,057.4241",186.0000,"2,704.0000","9,057.4241",201.0000,"2,922.0000","9,057.4241",224.0000,"3,254.0000","9,057.4241",239.0000,"3,479.0000","9,057.4241",239.0000,"3,479.0000","9,057.4241",256.0000,"3,725.0000","9,057.4241",274.0000,"3,989.0000","9,057.4241",293.0000,"4,272.0000","9,057.4241",314.0000,"4,576.0000","9,057.4241",337.0000,"4,903.0000",0.0687,0.0687
66,"9,112.8844",175.0000,"1,969.0000","9,112.8844",205.0000,"2,305.0000","9,112.8844",194.0000,"2,186.0000","9,112.8844",213.0000,"2,392.0000","9,112.8844",206.0000,"2,313.0000","9,112.8844",289.0000,"3,246.0000","9,112.8844",247.0000,"2,778.0000","9,112.8844",267.0000,"3,001.0000","9,112.8844",297.0000,"3,343.0000","9,112.8844",318.0000,"3,574.0000","9,112.8844",318.0000,"3,574.0000","9,112.8844",340.0000,"3,827.0000","9,112.8844",364.0000,"4,098.0000","9,112.8844",390.0000,"4,388.0000","9,112.8844",418.0000,"4,701.0000","9,112.8844",448.0000,"5,037.0000",0.0890,0.0890
67,"9,019.4907",138.0000,"1,983.0000","9,019.4907",162.0000,"2,321.0000","9,019.4907",154.0000,"2,201.0000","9,019.4907",168.0000,"2,409.0000","9,019.4907",163.0000,"2,329.0000","9,019.4907",228.0000,"3,268.0000","9,019.4907",195.0000,"2,797.0000","9,019.4907",211.0000,"3,022.0000","9,019.4907",235.0000,"3,367.0000","9,019.4907",251.0000,"3,599.0000","9,019.4907",251.0000,"3,599.0000","9,019.4907",269.0000,"3,854.0000","9,019.4907",288.0000,"4,127.0000","9,019.4907",309.0000,"4,419.0000","9,019.4907",331.0000,"4,734.0000","9,019.4907",354.0000,"5,072.0000",0.0697,0.0697
