,weight_2016,vatax_2016,CONS_Total_2016,weight_2017,vatax_2017,CONS_Total_2017,weight_2018,vatax_2018,CONS_Total_2018,weight_2019,vatax_2019,CONS_Total_2019,weight_2020,vatax_2020,CONS_Total_2020,weight_2021,vatax_2021,CONS_Total_2021,weight_2022,vatax_2022,CONS_Total_2022,weight_2023,vatax_2023,CONS_Total_2023,weight_2024,vatax_2024,CONS_Total_2024,weight_2025,vatax_2025,CONS_Total_2025,weight_ref_2025,vatax_ref_2025,CONS_Total_ref_2025,weight_ref_2026,vatax_ref_2026,CONS_Total_ref_2026,weight_ref_2027,vatax_ref_2027,CONS_Total_ref_2027,weight_ref_2028,vatax_ref_2028,CONS_Total_ref_2028,weight_ref_2029,vatax_ref_2029,CONS_Total_ref_2029,weight_ref_2030,vatax_ref_2030,CONS_Total_ref_2030,ETR,ETR_ref
68,"8,765.7585",143.0000,"1,976.0000","8,765.7585",168.0000,"2,313.0000","8,765.7585",159.0000,"2,193.0000","8,765.7585",174.0000,"2,400.0000","8,765.7585",169.0000,"2,321.0000","8,765.7585",236.0000,"3,257.0000","8,765.7585",202.0000,"2,788.0000","8,765.7585",219.0000,"3,012.0000","8,765.7585",244.0000,"3,355.0000","8,765.7585",260.0000,"3,587.0000","8,765.7585",260.0000,"3,587.0000","8,765.7585",279.0000,"3,840.0000","8,765.7585",299.0000,"4,112.0000","8,765.7585",320.0000,"4,403.0000","8,765.7585",343.0000,"4,718.0000","8,765.7585",367.0000,"5,055.0000",0.0725,0.0725
69,"8,717.7609",145.0000,"2,014.0000","8,717.7609",170.0000,"2,358.0000","8,717.7609",161.0000,"2,236.0000","8,717.7609",177.0000,"2,447.0000","8,717.7609",171.0000,"2,366.0000","8,717.7609",240.0000,"3,320.0000","8,717.7609",205.0000,"2,842.0000","8,717.7609",222.0000,"3,070.0000","8,717.7609",247.0000,"3,420.0000","8,717.7609",264.0000,"3,656.0000","8,717.7609",264.0000,"3,656.0000","8,717.7609",283.0000,"3,915.0000","8,717.7609",303.0000,"4,192.0000","8,717.7609",324.0000,"4,489.0000","8,717.7609",347.0000,"4,809.0000","8,717.7609",372.0000,"5,153.0000",0.0722,0.0722
70,"9,475.9151",166.0000,"2,237.0000","9,475.9151",194.0000,"2,619.0000","9,475.9151",184.0000,"2,484.0000","9,475.9151",201.0000,"2,718.0000","9,475.9151",195.0000,"2,629.0000","9,475.9151",273.0000,"3,688.0000","9,475.9151",234.0000,"3,157.0000","9,475.9151",253.0000,"3,411.0000","9,475.9151",281.0000,"3,799.0000","9,475.9151",301.0000,"4,062.0000","9,475.9151",301.0000,"4,062.0000","9,475.9151",322.0000,"4,349.0000","9,475.9151",345.0000,"4,657.0000","9,475.9151",369.0000,"4,987.0000","9,475.9151",396.0000,"5,343.0000","9,475.9151",424.0000,"5,724.0000",0.0741,0.0741
71,"9,115.6782",174.0000,"2,215.0000","9,115.6782",203.0000,"2,593.0000","9,115.6782",193.0000,"2,459.0000","9,115.6782",211.0000,"2,690.0000","9,115.6782",204.0000,"2,602.0000","9,115.6782",286.0000,"3,651.0000","9,115.6782",245.0000,"3,125.0000","9,115.6782",265.0000,"3,376.0000","9,115.6782",295.0000,"3,761.0000","9,115.6782",315.0000,"4,021.0000","9,115.6782",315.0000,"4,021.0000","9,115.6782",338.0000,"4,305.0000","9,115.6782",362.0000,"4,610.0000","9,115.6782",387.0000,"4,936.0000","9,115.6782",415.0000,"5,289.0000","9,115.6782",445.0000,"5,666.0000",0.0783,0.0783
72,"8,803.0572",160.0000,"2,196.0000","8,803.0572",187.0000,"2,571.0000","8,803.0572",178.0000,"2,438.0000","8,803.0572",194.0000,"2,668.0000","8,803.0572",188.0000,"2,580.0000","8,803.0572",264.0000,"3,621.0000","8,803.0572",226.0000,"3,099.0000","8,803.0572",244.0000,"3,348.0000","8,803.0572",272.0000,"3,730.0000","8,803.0572",290.0000,"3,987.0000","8,803.0572",290.0000,"3,987.0000","8,803.0572",311.0000,"4,269.0000","8,803.0572",333.0000,"4,571.0000","8,803.0572",356.0000,"4,895.0000","8,803.0572",382.0000,"5,244.0000","8,803.0572",409.0000,"5,619.0000",0.0727,0.0727
73,"9,360.5853",191.0000,"2,394.0000","9,360.5853",223.0000,"2,802.0000","9,360.5853",212.0000,"2,657.0000","9,360.5853",232.0000,"2,908.0000","9,360.5853",224.0000,"2,812.0000","9,360.5853",315.0000,"3,946.0000","9,360.5853",269.0000,"3,377.0000","9,360.5853",291.0000,"3,649.0000","9,360.5853",324.0000,"4,065.0000","9,360.5853",347.0000,"4,345.0000","9,360.5853",347.0000,"4,345.0000","9,360.5853",371.0000,"4,653.0000","9,360.5853",397.0000,"4,982.0000","9,360.5853",425.0000,"5,335.0000","9,360.5853",456.0000,"5,716.0000","9,360.5853",488.0000,"6,124.0000",0.0799,0.0799
74,"8,881.9740",166.0000,"2,318.0000","8,881.9740",195.0000,"2,714.0000","8,881.9740",185.0000,"2,574.0000","8,881.9740",202.0000,"2,816.0000","8,881.9740",195.0000,"2,724.0000","8,881.9740",274.0000,"3,822.0000","8,881.9740",235.0000,"3,271.0000","8,881.9740",253.0000,"3,534.0000","8,881.9740",282.0000,"3,937.0000","8,881.9740",302.0000,"4,209.0000","8,881.9740",302.0000,"4,209.0000","8,881.9740",323.0000,"4,506.0000","8,881.9740",346.0000,"4,826.0000","8,881.9740",371.0000,"5,167.0000","8,881.9740",397.0000,"5,536.0000","8,881.9740",425.0000,"5,931.0000",0.0718,0.0718
75,"8,724.9477",199.0000,"2,338.0000","8,724.9477",232.0000,"2,737.0000","8,724.9477",220.0000,"2,595.0000","8,724.9477",241.0000,"2,840.0000","8,724.9477",233.0000,"2,747.0000","8,724.9477",327.0000,"3,854.0000","8,724.9477",280.0000,"3,298.0000","8,724.9477",303.0000,"3,564.0000","8,724.9477",337.0000,"3,970.0000","8,724.9477",360.0000,"4,244.0000","8,724.9477",360.0000,"4,244.0000","8,724.9477",386.0000,"4,544.0000","8,724.9477",413.0000,"4,866.0000","8,724.9477",443.0000,"5,210.0000","8,724.9477",474.0000,"5,582.0000","8,724.9477",508.0000,"5,981.0000",0.0848,0.0848
76,"9,486.9589",209.0000,"2,611.0000","9,486.9589",245.0000,"3,056.0000","9,486.9589",232.0000,"2,898.0000","9,486.9589",254.0000,"3,171.0000","9,486.9589",246.0000,"3,067.0000","9,486.9589",345.0000,"4,303.0000","9,486.9589",295.0000,"3,683.0000","9,486.9589",319.0000,"3,979.0000","9,486.9589",355.0000,"4,433.0000","9,486.9589",380.0000,"4,739.0000","9,486.9589",380.0000,"4,739.0000","9,486.9589",407.0000,"5,074.0000","9,486.9589",436.0000,"5,434.0000","9,486.9589",466.0000,"5,818.0000","9,486.9589",500.0000,"6,233.0000","9,486.9589",535.0000,"6,678.0000",0.0802,0.0802
77,"8,880.3182",194.0000,"2,519.0000","8,880.3182",227.0000,"2,948.0000","8,880.3182",216.0000,"2,796.0000","8,880.3182",236.0000,"3,060.0000","8,880.3182",228.0000,"2,959.0000","8,880.3182",320.0000,"4,152.0000","8,880.3182",274.0000,"3,553.0000","8,880.3182",296.0000,"3,839.0000","8,880.3182",330.0000,"4,277.0000","8,880.3182",353.0000,"4,572.0000","8,880.3182",353.0000,"4,572.0000","8,880.3182",378.0000,"4,896.0000","8,880.3182",404.0000,"5,242.0000","8,880.3182",433.0000,"5,613.0000","8,880.3182",464.0000,"6,014.0000","8,880.3182",497.0000,"6,443.0000",0.0772,0.0772
78,"8,627.8655",214.0000,"2,513.0000","8,627.8655",251.0000,"2,942.0000","8,627.8655",238.0000,"2,790.0000","8,627.8655",260.0000,"3,053.0000","8,627.8655",252.0000,"2,952.0000","8,627.8655",353.0000,"4,142.0000","8,627.8655",303.0000,"3,545.0000","8,627.8655",327.0000,"3,831.0000","8,627.8655",364.0000,"4,267.0000","8,627.8655",389.0000,"4,562.0000","8,627.8655",389.0000,"4,562.0000","8,627.8655",417.0000,"4,885.0000","8,627.8655",446.0000,"5,230.0000","8,627.8655",478.0000,"5,601.0000","8,627.8655",512.0000,"6,000.0000","8,627.8655",549.0000,"6,429.0000",0.0853,0.0853
79,"9,610.2562",205.0000,"2,872.0000","9,610.2562",240.0000,"3,362.0000","9,610.2562",227.0000,"3,188.0000","9,610.2562",249.0000,"3,489.0000","9,610.2562",241.0000,"3,374.0000","9,610.2562",338.0000,"4,735.0000","9,610.2562",289.0000,"4,052.0000","9,610.2562",312.0000,"4,378.0000","9,610.2562",348.0000,"4,877.0000","9,610.2562",372.0000,"5,214.0000","9,610.2562",372.0000,"5,214.0000","9,610.2562",398.0000,"5,583.0000","9,610.2562",427.0000,"5,978.0000","9,610.2562",457.0000,"6,401.0000","9,610.2562",489.0000,"6,858.0000","9,610.2562",524.0000,"7,348.0000",0.0713,0.0713
80,"8,967.5001",221.0000,"2,755.0000","8,967.5001",259.0000,"3,226.0000","8,967.5001",246.0000,"3,059.0000","8,967.5001",269.0000,"3,347.0000","8,967.5001",260.0000,"3,237.0000","8,967.5001",365.0000,"4,542.0000","8,967.5001",312.0000,"3,888.0000","8,967.5001",338.0000,"4,200.0000","8,967.5001",376.0000,"4,679.0000","8,967.5001",402.0000,"5,002.0000","8,967.5001",402.0000,"5,002.0000","8,967.5001",430.0000,"5,356.0000","8,967.5001",461.0000,"5,735.0000","8,967.5001",493.0000,"6,141.0000","8,967.5001",529.0000,"6,579.0000","8,967.5001",566.0000,"7,049.0000",0.0804,0.0804
81,"8,798.1397",249.0000,"2,802.0000","8,798.1397",292.0000,"3,280.0000","8,798.1397",277.0000,"3,110.0000","8,798.1397",303.0000,"3,403.0000","8,798.1397",293.0000,"3,291.0000","8,798.1397",411.0000,"4,618.0000","8,798.1397",352.0000,"3,953.0000","8,798.1397",380.0000,"4,271.0000","8,798.1397",423.0000,"4,757.0000","8,798.1397",452.0000,"5,086.0000","8,798.1397",452.0000,"5,086.0000","8,798.1397",484.0000,"5,446.0000","8,798.1397",519.0000,"5,831.0000","8,798.1397",555.0000,"6,244.0000","8,798.1397",595.0000,"6,690.0000","8,798.1397",637.0000,"7,167.0000",0.0889,0.0889
82,"9,327.5449",248.0000,"3,056.0000","9,327.5449",290.0000,"3,578.0000","9,327.5449",275.0000,"3,393.0000","9,327.5449",301.0000,"3,713.0000","9,327.5449",291.0000,"3,591.0000","9,327.5449",408.0000,"5,039.0000","9,327.5449",349.0000,"4,312.0000","9,327.5449",378.0000,"4,659.0000","9,327.5449",421.0000,"5,190.0000","9,327.5449",450.0000,"5,548.0000","9,327.5449",450.0000,"5,548.0000","9,327.5449",481.0000,"5,941.0000","9,327.5449",516.0000,"6,362.0000","9,327.5449",552.0000,"6,812.0000","9,327.5449",591.0000,"7,298.0000","9,327.5449",634.0000,"7,819.0000",0.0811,0.0811
83,"8,953.5156",243.0000,"3,045.0000","8,953.5156",284.0000,"3,564.0000","8,953.5156",270.0000,"3,380.0000","8,953.5156",295.0000,"3,699.0000","8,953.5156",285.0000,"3,577.0000","8,953.5156",400.0000,"5,019.0000","8,953.5156",343.0000,"4,296.0000","8,953.5156",370.0000,"4,641.0000","8,953.5156",412.0000,"5,170.0000","8,953.5156",441.0000,"5,527.0000","8,953.5156",441.0000,"5,527.0000","8,953.5156",472.0000,"5,918.0000","8,953.5156",505.0000,"6,337.0000","8,953.5156",541.0000,"6,786.0000","8,953.5156",580.0000,"7,270.0000","8,953.5156",621.0000,"7,789.0000",0.0798,0.0798
84,"9,132.9099",267.0000,"3,225.0000","9,132.9099",313.0000,"3,775.0000","9,132.9099",297.0000,"3,580.0000","9,132.9099",325.0000,"3,917.0000","9,132.9099",314.0000,"3,789.0000","9,132.9099",441.0000,"5,316.0000","9,132.9099",377.0000,"4,550.0000","9,132.9099",408.0000,"4,916.0000","9,132.9099",454.0000,"5,476.0000","9,132.9099",485.0000,"5,854.0000","9,132.9099",485.0000,"5,854.0000","9,132.9099",520.0000,"6,268.0000","9,132.9099",557.0000,"6,712.0000","9,132.9099",596.0000,"7,187.0000","9,132.9099",639.0000,"7,700.0000","9,132.9099",684.0000,"8,250.0000",0.0828,0.0828
85,"9,029.4398",245.0000,"3,274.0000","9,029.4398",287.0000,"3,833.0000","9,029.4398",272.0000,"3,635.0000","9,029.4398",298.0000,"3,977.0000","9,029.4398",288.0000,"3,846.0000","9,029.4398",404.0000,"5,397.0000","9,029.4398",346.0000,"4,619.0000","9,029.4398",374.0000,"4,991.0000","9,029.4398",416.0000,"5,560.0000","9,029.4398",445.0000,"5,943.0000","9,029.4398",445.0000,"5,943.0000","9,029.4398",476.0000,"6,364.0000","9,029.4398",510.0000,"6,815.0000","9,029.4398",546.0000,"7,297.0000","9,029.4398",585.0000,"7,818.0000","9,029.4398",627.0000,"8,376.0000",0.0749,0.0749
86,"9,007.1816",280.0000,"3,416.0000","9,007.1816",327.0000,"3,999.0000","9,007.1816",310.0000,"3,792.0000","9,007.1816",340.0000,"4,150.0000","9,007.1816",329.0000,"4,013.0000","9,007.1816",461.0000,"5,631.0000","9,007.1816",395.0000,"4,820.0000","9,007.1816",426.0000,"5,207.0000","9,007.1816",475.0000,"5,801.0000","9,007.1816",508.0000,"6,201.0000","9,007.1816",508.0000,"6,201.0000","9,007.1816",544.0000,"6,640.0000","9,007.1816",582.0000,"7,110.0000","9,007.1816",623.0000,"7,613.0000","9,007.1816",668.0000,"8,157.0000","9,007.1816",715.0000,"8,739.0000",0.0819,0.0819
87,"8,846.1741",303.0000,"3,486.0000","8,846.1741",355.0000,"4,080.0000","8,846.1741",337.0000,"3,869.0000","8,846.1741",369.0000,"4,234.0000","8,846.1741",357.0000,"4,095.0000","8,846.1741",500.0000,"5,746.0000","8,846.1741",428.0000,"4,918.0000","8,846.1741",463.0000,"5,313.0000","8,846.1741",515.0000,"5,919.0000","8,846.1741",551.0000,"6,327.0000","8,846.1741",551.0000,"6,327.0000","8,846.1741",590.0000,"6,775.0000","8,846.1741",632.0000,"7,255.0000","8,846.1741",676.0000,"7,768.0000","8,846.1741",725.0000,"8,323.0000","8,846.1741",776.0000,"8,917.0000",0.0871,0.0871
88,"9,213.9778",326.0000,"3,806.0000","9,213.9778",382.0000,"4,456.0000","9,213.9778",362.0000,"4,225.0000","9,213.9778",396.0000,"4,624.0000","9,213.9778",383.0000,"4,472.0000","9,213.9778",538.0000,"6,275.0000","9,213.9778",460.0000,"5,370.0000","9,213.9778",497.0000,"5,802.0000","9,213.9778",554.0000,"6,463.0000","9,213.9778",592.0000,"6,909.0000","9,213.9778",592.0000,"6,909.0000","9,213.9778",634.0000,"7,399.0000","9,213.9778",679.0000,"7,922.0000","9,213.9778",727.0000,"8,483.0000","9,213.9778",779.0000,"9,089.0000","9,213.9778",834.0000,"9,737.0000",0.0857,0.0857
89,"9,057.6521",349.0000,"3,947.0000","9,057.6521",408.0000,"4,620.0000","9,057.6521",387.0000,"4,381.0000","9,057.6521",423.0000,"4,794.0000","9,057.6521",410.0000,"4,637.0000","9,057.6521",575.0000,"6,506.0000","9,057.6521",492.0000,"5,568.0000","9,057.6521",531.0000,"6,016.0000","9,057.6521",592.0000,"6,702.0000","9,057.6521",633.0000,"7,164.0000","9,057.6521",633.0000,"7,164.0000","9,057.6521",678.0000,"7,672.0000","9,057.6521",726.0000,"8,215.0000","9,057.6521",777.0000,"8,796.0000","9,057.6521",832.0000,"9,424.0000","9,057.6521",892.0000,"10,097.0000",0.0884,0.0884
90,"9,009.6754",373.0000,"4,094.0000","9,009.6754",437.0000,"4,793.0000","9,009.6754",415.0000,"4,545.0000","9,009.6754",454.0000,"4,973.0000","9,009.6754",439.0000,"4,810.0000","9,009.6754",616.0000,"6,749.0000","9,009.6754",527.0000,"5,776.0000","9,009.6754",569.0000,"6,241.0000","9,009.6754",634.0000,"6,952.0000","9,009.6754",678.0000,"7,432.0000","9,009.6754",678.0000,"7,432.0000","9,009.6754",726.0000,"7,958.0000","9,009.6754",777.0000,"8,521.0000","9,009.6754",832.0000,"9,125.0000","9,009.6754",892.0000,"9,776.0000","9,009.6754",955.0000,"10,474.0000",0.0912,0.0912
91,"9,057.9233",368.0000,"4,375.0000","9,057.9233",431.0000,"5,122.0000","9,057.9233",408.0000,"4,857.0000","9,057.9233",447.0000,"5,315.0000","9,057.9233",432.0000,"5,140.0000","9,057.9233",606.0000,"7,213.0000","9,057.9233",519.0000,"6,173.0000","9,057.9233",561.0000,"6,670.0000","9,057.9233",625.0000,"7,430.0000","9,057.9233",668.0000,"7,942.0000","9,057.9233",668.0000,"7,942.0000","9,057.9233",715.0000,"8,505.0000","9,057.9233",766.0000,"9,107.0000","9,057.9233",820.0000,"9,751.0000","9,057.9233",878.0000,"10,448.0000","9,057.9233",941.0000,"11,193.0000",0.0841,0.0841
92,"8,944.2714",386.0000,"4,524.0000","8,944.2714",452.0000,"5,296.0000","8,944.2714",429.0000,"5,022.0000","8,944.2714",469.0000,"5,495.0000","8,944.2714",454.0000,"5,315.0000","8,944.2714",637.0000,"7,458.0000","8,944.2714",545.0000,"6,383.0000","8,944.2714",589.0000,"6,896.0000","8,944.2714",656.0000,"7,682.0000","8,944.2714",702.0000,"8,212.0000","8,944.2714",702.0000,"8,212.0000","8,944.2714",751.0000,"8,794.0000","8,944.2714",804.0000,"9,416.0000","8,944.2714",861.0000,"10,083.0000","8,944.2714",923.0000,"10,802.0000","8,944.2714",989.0000,"11,573.0000",0.0855,0.0855
93,"9,175.6000",468.0000,"4,971.0000","9,175.6000",548.0000,"5,820.0000","9,175.6000",519.0000,"5,519.0000","9,175.6000",568.0000,"6,039.0000","9,175.6000",550.0000,"5,841.0000","9,175.6000",771.0000,"8,195.0000","9,175.6000",660.0000,"7,014.0000","9,175.6000",713.0000,"7,578.0000","9,175.6000",795.0000,"8,442.0000","9,175.6000",849.0000,"9,025.0000","9,175.6000",849.0000,"9,025.0000","9,175.6000",909.0000,"9,664.0000","9,175.6000",974.0000,"10,348.0000","9,175.6000","1,043.0000","11,080.0000","9,175.6000","1,117.0000","11,871.0000","9,175.6000","1,197.0000","12,718.0000",0.0941,0.0941
94,"8,852.8376",538.0000,"5,271.0000","8,852.8376",630.0000,"6,170.0000","8,852.8376",597.0000,"5,851.0000","8,852.8376",653.0000,"6,403.0000","8,852.8376",632.0000,"6,192.0000","8,852.8376",887.0000,"8,689.0000","8,852.8376",759.0000,"7,436.0000","8,852.8376",820.0000,"8,035.0000","8,852.8376",913.0000,"8,950.0000","8,852.8376",976.0000,"9,568.0000","8,852.8376",976.0000,"9,568.0000","8,852.8376","1,045.0000","10,245.0000","8,852.8376","1,119.0000","10,971.0000","8,852.8376","1,199.0000","11,747.0000","8,852.8376","1,284.0000","12,586.0000","8,852.8376","1,376.0000","13,484.0000",0.1020,0.1020
95,"8,572.6698",566.0000,"5,592.0000","8,572.6698",663.0000,"6,546.0000","8,572.6698",628.0000,"6,207.0000","8,572.6698",688.0000,"6,792.0000","8,572.6698",665.0000,"6,569.0000","8,572.6698",933.0000,"9,218.0000","8,572.6698",799.0000,"7,889.0000","8,572.6698",863.0000,"8,524.0000","8,572.6698",961.0000,"9,495.0000","8,572.6698","1,027.0000","10,150.0000","8,572.6698","1,027.0000","10,150.0000","8,572.6698","1,100.0000","10,869.0000","8,572.6698","1,178.0000","11,638.0000","8,572.6698","1,261.0000","12,462.0000","8,572.6698","1,351.0000","13,352.0000","8,572.6698","1,448.0000","14,305.0000",0.1012,0.1012
96,"9,664.3695",715.0000,"6,784.0000","9,664.3695",837.0000,"7,942.0000","9,664.3695",793.0000,"7,531.0000","9,664.3695",868.0000,"8,241.0000","9,664.3695",840.0000,"7,970.0000","9,664.3695","1,178.0000","11,183.0000","9,664.3695","1,008.0000","9,571.0000","9,664.3695","1,090.0000","10,341.0000","9,664.3695","1,214.0000","11,520.0000","9,664.3695","1,297.0000","12,315.0000","9,664.3695","1,297.0000","12,315.0000","9,664.3695","1,389.0000","13,187.0000","9,664.3695","1,488.0000","14,120.0000","9,664.3695","1,593.0000","15,120.0000","9,664.3695","1,707.0000","16,199.0000","9,664.3695","1,829.0000","17,355.0000",0.1053,0.1053
97,"9,030.0444",721.0000,"7,196.0000","9,030.0444",844.0000,"8,424.0000","9,030.0444",801.0000,"7,988.0000","9,030.0444",876.0000,"8,741.0000","9,030.0444",847.0000,"8,454.0000","9,030.0444","1,189.0000","11,862.0000","9,030.0444","1,017.0000","10,152.0000","9,030.0444","1,099.0000","10,969.0000","9,030.0444","1,224.0000","12,219.0000","9,030.0444","1,309.0000","13,063.0000","9,030.0444","1,309.0000","13,063.0000","9,030.0444","1,402.0000","13,987.0000","9,030.0444","1,501.0000","14,978.0000","9,030.0444","1,607.0000","16,038.0000","9,030.0444","1,722.0000","17,183.0000","9,030.0444","1,845.0000","18,409.0000",0.1002,0.1002
98,"8,979.8982","1,058.0000","8,932.0000","8,979.8982","1,239.0000","10,456.0000","8,979.8982","1,175.0000","9,915.0000","8,979.8982","1,286.0000","10,850.0000","8,979.8982","1,244.0000","10,493.0000","8,979.8982","1,745.0000","14,724.0000","8,979.8982","1,493.0000","12,602.0000","8,979.8982","1,614.0000","13,615.0000","8,979.8982","1,797.0000","15,167.0000","8,979.8982","1,921.0000","16,214.0000","8,979.8982","1,921.0000","16,214.0000","8,979.8982","2,058.0000","17,362.0000","8,979.8982","2,203.0000","18,591.0000","8,979.8982","2,359.0000","19,907.0000","8,979.8982","2,528.0000","21,328.0000","8,979.8982","2,708.0000","22,850.0000",0.1185,0.1185
99,"9,122.6417","2,008.0000","16,625.0000","9,122.6417","2,350.0000","19,462.0000","9,122.6417","2,229.0000","18,455.0000","9,122.6417","2,439.0000","20,195.0000","9,122.6417","2,358.0000","19,532.0000","9,122.6417","3,309.0000","27,406.0000","9,122.6417","2,832.0000","23,456.0000","9,122.6417","3,060.0000","25,343.0000","9,122.6417","3,409.0000","28,230.0000","9,122.6417","3,644.0000","30,179.0000","9,122.6417","3,644.0000","30,179.0000","9,122.6417","3,902.0000","32,316.0000","9,122.6417","4,178.0000","34,603.0000","9,122.6417","4,474.0000","37,053.0000","9,122.6417","4,794.0000","39,698.0000","9,122.6417","5,136.0000","42,531.0000",0.1207,0.1207
ALL,"903,629.0159","16,938.0000","195,054.0000","903,629.0159","19,828.0000","228,343.0000","903,629.0159","18,803.0000","216,531.0000","903,629.0159","20,575.0000","236,945.0000","903,629.0159","19,899.0000","229,157.0000","903,629.0159","27,922.0000","321,546.0000","903,629.0159","23,897.0000","275,197.0000","903,629.0159","25,819.0000","297,337.0000","903,629.0159","28,761.0000","331,216.0000","903,629.0159","30,747.0000","354,081.0000","903,629.0159","30,747.0000","354,081.0000","903,629.0159","32,923.0000","379,147.0000","903,629.0159","35,254.0000","405,987.0000","903,629.0159","37,750.0000","434,727.0000","903,629.0159","40,444.0000","465,757.0000","903,629.0159","43,331.0000","499,002.0000",0.0868,0.0868
